FishEc,"Site",Year,SLF,Coupler,Fixed,Input,Output,Diagonal,Gape,Buccal_length,Neuro_Outlever,Jaw_Outlever,Jaw_Inlever,Jaw_prot,Spine_length_dorsal_1,Spine_length_dorsal_2,Spine_width_dorsal_2,Spine_length_pelvic,Pelvic_length,Pelvic_height,Epax_height_closed,Epax_height_open,EpaxWidth,Head_length,Plate_count,Raker_1_length,Raker_2_length,Spacing_1,Spacing_2,Raker_count
188279,"TULX6",2019,36,6.25746965028767,7.11781677368191,3.5037882580287,0.701286217125926,6.11774127559115,3.50301371883309,11.1668469870628,12.1341863080694,2.63127280889143,0.762768911597847,1.53196451904253,3.10038958467087,3.32992253212372,0.42142056910395,4.97654789567544,0.876474335411291,3.68905839822294,1.61631250207846,1.87419493278284,4.00885677379027,8.93462631463947,4,0.458551544978143,0.406760180201444,0.168595473558072,0.151647273230461,11
188280,"TULX6",2019,40,6.93948097080608,7.83562827855829,4.30936094925255,0.80152952532368,6.53921663623372,4.15742654965371,12.9135993164946,14.0622088847465,3.82978303114579,0.817709665328507,1.61735420167592,3.82552948087587,3.63774501571128,0.588394341110987,5.54042323175785,0.892973128337488,4.0999752587266,1.44165538196309,1.86172203457853,4.51390129879464,10.7689356765271,5,0.757565390883301,0.793348616439999,0.241001161064066,0.211866845779737,12
188284,"TULX6",2019,31,5.35773470323311,5.90803956232818,3.01145081907595,0.544052124364477,5.04584968094152,3.22450677419277,9.88796455258723,10.6317686142495,2.45920612504226,0.586636900371144,1.24384476940875,3.0586452391599,3.05940785286377,0.39782021252899,4.64360318652587,0.847435104878187,3.51103527299655,1.6249941140153,1.78982604215891,3.36847058881513,8.15450583861131,7,0.669862547452018,0.659750405905105,0.103123758416847,0.0805150947283766,12
188286,"TULX6",2019,30,4.58735171935266,5.20075255583544,2.64077911467621,0.451649259406462,4.45262049834629,2.74269845914338,8.68672570764689,9.46445988937567,1.95122064707025,0.586788899525418,0.854704235071055,2.80154643932217,2.93556168619393,0.327989502869613,4.35199955517419,0.818553888130969,4.0290630768923,1.42301826034437,1.52851529832521,2.89770552619995,7.54944917020464,4,0.428996414231379,0.490346445995242,0.128130153565269,0.101689302637791,11
188287,"TULX6",2019,42,7.73804062748786,8.20058871139679,4.50223241585136,0.82421868851259,7.39809509260962,4.20299502299202,13.6725727274473,14.6269927743749,3.55746717472366,0.879601654560157,1.84108926688538,3.26296954513958,3.49028430102895,0.565302847342446,5.41817685824619,1.03826999129279,3.94609860376673,1.13266156737723,2.26121138936979,4.56238424202216,11.0895043351337,6,0.78371759049365,0.757125746971846,0.151911579135266,0.100772403390425,12
188289,"TULX6",2019,37,6.18399146402594,6.78514297641621,3.77765663670642,0.856933502783356,5.91428674891211,3.96801726846238,11.2836626706384,12.2211735349565,3.14628561105887,0.743889254408893,1.38336096637013,3.10681127044466,3.35949258398213,0.494372393969703,4.91115692185247,0.694986910855296,4.22693123025375,1.35237325190509,1.78866857769424,3.99824037107923,9.37829069037754,6,0.554007760480205,0.660488423467901,0.142208508497948,0.154368772354488,12
188290,"TULX6",2019,36,6.01271957817629,7.08956721534836,3.83169107647401,0.61087621220295,5.80089812427539,3.43816993874773,11.1775907068814,12.0804815031896,2.8736954458186,0.722025572845798,1.44340656629703,3.12774952140575,3.51260942099884,0.367337299258834,4.60096382848554,0.841205457542592,3.59113148031536,1.44701251266006,1.33871034272614,3.79095822100952,9.2646905249744,6,0.64258159291181,0.631852562822221,0.144690903364171,0.151980548999289,12
188292,"TULX6",2019,38,6.0449033109199,6.85856116319198,3.59190880955286,0.617693392778814,5.7444756538683,3.91563000019415,11.586786982973,12.6070438653,2.90794716981942,0.734674598517668,1.57605578571919,3.15995493094147,3.34006097076723,0.411318238245057,5.33333558227772,1.21793801477029,4.39163463595678,1.84220094432637,2.01914567994298,3.80883507387807,9.32877718101363,6,0.665207508828356,0.685132644444922,0.0987211881627572,0.133172741877083,12
188293,"TULX6",2019,33,5.55189643300439,6.25660688745066,3.29790022569715,0.692556932001999,5.3855293762532,3.20603175511518,10.0040844905045,10.7588296899512,2.7107539386979,0.714250483640296,1.27344409048385,2.3686651451267,2.62512158976664,0.431415779013421,4.37934830107953,1.18870509745113,3.57802109047015,1.0677608212934,1.43662102181449,3.64962461149656,8.56322177239897,6,0.502850014581551,0.557528707821138,0.110573203655364,0.101917065268388,10
188294,"TULX6",2019,35,5.85615967003188,6.56385326546287,3.48861349450398,0.729280598372741,5.51469289174389,3.6425518346633,11.3056578042609,12.0662916165816,3.12069458223997,0.753388225062346,1.57532715959277,3.26837751177115,3.29250838977249,0.493235468599725,5.48836459158263,0.926705310776468,4.29341572719467,1.2475730189794,1.31583197334184,3.73329770153402,9.18242587870041,6,0.557642457462981,0.399038652972405,0.129591192708059,0.141855310075048,11
188296,"TULX6",2019,60,10.4771619560553,11.6929139646992,6.18598842778627,1.20918161464008,9.76556404792052,7.33916885363468,18.0858293847828,19.7750140519819,4.68980886809653,1.46400396657284,2.2330090609779,3.97953165739777,4.43509140827653,0.465920283609478,6.8130799352494,1.34125728611148,5.21534053824181,2.54626092780564,3.01482566630933,6.84006224327214,15.2406418071776,8,0.81328761403631,0.800280955365036,0.284578705590912,0.317755469545486,14
188297,"TULX6",2019,33,5.16952406780398,5.83960739586147,3.12441541353309,0.673892989644118,4.88405725300573,3.1385312606623,9.43723372469048,10.2044652026933,2.3614251137929,0.655127268951867,1.00520802290798,2.77940264342704,3.06727213749016,0.311098342455426,4.19392945307543,0.765079121026464,3.39787515333091,0.845618947738703,1.22851277106169,3.17811171455347,7.89669888344302,5,0.520141048372396,0.543773520307599,0.126748870990709,0.139740610911295,11
188300,"TULX6",2019,37,6.38894579222275,7.21654282512813,3.70929771468555,0.787141704597635,6.03447206361202,3.92965074362596,12.0297797147066,12.8378274529968,3.24434992095272,0.78096981071551,1.7383968273201,3.37724440295085,3.37459809134691,0.470421272839472,4.96913451353989,0.82037088012949,3.6907865732695,1.18698154074522,1.63852826049991,3.79508922102417,9.59969075939033,7,0.530382061902318,0.558866779453856,0.123902576150805,0.107558238314814,11
